date_int,fechaocupacion,temp,weather,rain,rain_total,idhotel
20181226,2018-12-26,14,2,0.0,0,PAV
20181227,2018-12-27,14,1,0.0,0,PAV
20181228,2018-12-28,13,1,0.0,0,PAV
20181229,2018-12-29,13,1,0.0,0,PAV
20181230,2018-12-30,14,1,0.0,0,PAV
20181201,2018-12-01,14,1,0.0,0,SAL
20181202,2018-12-02,16,1,0.0,0,SAL
20181203,2018-12-03,17,1,0.0,0,SAL
20181204,2018-12-04,17,1,0.0,0,SAL
20181205,2018-12-05,18,1,0.0,0,SAL
20181206,2018-12-06,17,1,0.0,0,SAL
20181207,2018-12-07,16,1,0.0,0,SAL
20181208,2018-12-08,15,1,0.0,0,SAL
20181209,2018-12-09,17,1,0.0,0,SAL
20181210,2018-12-10,14,1,0.0,0,SAL
20181211,2018-12-11,13,3,0.0,0,SAL
20181212,2018-12-12,14,1,0.0,0,SAL
20181213,2018-12-13,13,3,1.9,2,SAL
20181214,2018-12-14,15,3,0.1,1,SAL
20181215,2018-12-15,15,1,0.0,0,SAL
20181216,2018-12-16,15,1,0.1,1,SAL
20181217,2018-12-17,13,1,0.0,0,SAL
20181218,2018-12-18,13,1,0.0,0,SAL
20181219,2018-12-19,14,1,0.0,0,SAL
20181220,2018-12-20,14,1,0.0,0,SAL
20181221,2018-12-21,16,1,0.0,0,SAL
20181222,2018-12-22,16,1,0.0,0,SAL
20181223,2018-12-23,17,1,0.0,0,SAL
20181224,2018-12-24,16,1,0.0,0,SAL
20181225,2018-12-25,15,1,0.0,0,SAL
20181226,2018-12-26,14,2,0.0,0,SAL
20181227,2018-12-27,14,1,0.0,0,SAL
20181228,2018-12-28,13,1,0.0,0,SAL
20181229,2018-12-29,13,1,0.0,0,SAL
20181230,2018-12-30,14,1,0.0,0,SAL
20181201,2018-12-01,13,1,0.0,0,TAU
20181202,2018-12-02,16,1,0.0,0,TAU
20181203,2018-12-03,17,1,0.0,0,TAU
20181204,2018-12-04,17,1,0.0,0,TAU
20181205,2018-12-05,17,1,0.0,0,TAU
20181206,2018-12-06,16,1,0.0,0,TAU
20181207,2018-12-07,14,1,0.0,0,TAU
20181208,2018-12-08,14,1,0.0,0,TAU
20181209,2018-12-09,16,1,0.0,0,TAU
20181210,2018-12-10,14,1,0.0,0,TAU
20181211,2018-12-11,13,1,0.0,0,TAU
20181212,2018-12-12,13,1,0.0,0,TAU
20181213,2018-12-13,12,1,2.4,2,TAU
20181214,2018-12-14,13,1,2.3,2,TAU
20181215,2018-12-15,13,1,0.0,0,TAU
20181216,2018-12-16,14,1,0.2,1,TAU
20181217,2018-12-17,13,1,0.2,1,TAU
20181218,2018-12-18,14,1,0.0,0,TAU
20181219,2018-12-19,15,1,0.0,0,TAU
20181220,2018-12-20,13,1,0.1,1,TAU
20181221,2018-12-21,15,1,0.0,0,TAU
20181222,2018-12-22,16,1,0.0,0,TAU
20181223,2018-12-23,17,1,0.0,0,TAU
20181224,2018-12-24,16,1,0.0,0,TAU
20181225,2018-12-25,14,1,0.0,0,TAU
20181226,2018-12-26,14,1,0.0,0,TAU
20181227,2018-12-27,13,1,0.0,0,TAU
20181228,2018-12-28,13,1,0.0,0,TAU
20181229,2018-12-29,13,1,0.0,0,TAU
20181230,2018-12-30,16,1,0.0,0,TAU
20181201,2018-12-01,13,1,0.0,0,TOS
20181202,2018-12-02,16,1,0.0,0,TOS
20181203,2018-12-03,18,1,0.0,0,TOS
20181204,2018-12-04,17,1,0.0,0,TOS
20181205,2018-12-05,16,1,0.0,0,TOS
20181206,2018-12-06,16,1,0.0,0,TOS
20181207,2018-12-07,14,1,0.0,0,TOS
20181208,2018-12-08,14,1,0.0,0,TOS
20181209,2018-12-09,16,1,0.0,0,TOS
20181210,2018-12-10,14,1,0.0,0,TOS
20181211,2018-12-11,13,1,0.0,0,TOS
20181212,2018-12-12,13,1,0.0,0,TOS
20181213,2018-12-13,12,2,2.4,2,TOS
20181214,2018-12-14,13,2,0.0,0,TOS
20181215,2018-12-15,13,1,0.0,0,TOS
20181216,2018-12-16,14,1,0.1,1,TOS
20181217,2018-12-17,13,1,0.3,1,TOS
20181218,2018-12-18,14,1,0.0,0,TOS
20181219,2018-12-19,15,1,0.0,0,TOS
20181220,2018-12-20,13,1,0.1,1,TOS
20181221,2018-12-21,15,1,0.0,0,TOS
20181222,2018-12-22,16,1,0.0,0,TOS
20181223,2018-12-23,17,1,0.0,0,TOS
20181224,2018-12-24,17,1,0.0,0,TOS
20181225,2018-12-25,13,1,0.0,0,TOS
20181226,2018-12-26,14,2,0.0,0,TOS
20181227,2018-12-27,13,1,0.0,0,TOS
20181228,2018-12-28,12,1,0.0,0,TOS
20181229,2018-12-29,13,1,0.0,0,TOS
20181230,2018-12-30,16,1,0.0,0,TOS
20180101,2018-01-01,15,1,0.0,0,DON
20180102,2018-01-02,17,1,0.0,0,DON
20180103,2018-01-03,19,1,0.0,0,DON
20180104,2018-01-04,18,1,0.0,0,DON
20180105,2018-01-05,16,1,0.0,0,DON
20180106,2018-01-06,14,1,3.4,2,DON
20180107,2018-01-07,13,2,2.3,2,DON
20180108,2018-01-08,12,1,0.0,0,DON
20180109,2018-01-09,12,1,0.0,0,DON
20180110,2018-01-10,13,1,0.0,0,DON
20180111,2018-01-11,12,1,0.1,1,DON
20180112,2018-01-12,12,1,0.0,0,DON
20180113,2018-01-13,13,3,0.1,1,DON
20180114,2018-01-14,12,1,0.1,1,DON
20180115,2018-01-15,12,1,0.0,0,DON
20180116,2018-01-16,17,1,0.0,0,DON
20180117,2018-01-17,15,1,0.0,0,DON
20180118,2018-01-18,14,1,0.0,0,DON
20180119,2018-01-19,14,1,0.0,0,DON
20180120,2018-01-20,16,1,0.0,0,DON
20180121,2018-01-21,19,1,0.0,0,DON
20180122,2018-01-22,18,1,0.0,0,DON
20180123,2018-01-23,16,1,0.0,0,DON
20180124,2018-01-24,15,1,0.0,0,DON
20180125,2018-01-25,13,2,0.0,0,DON
20180126,2018-01-26,12,3,12.0,2,DON
20180127,2018-01-27,12,1,0.0,0,DON
20180128,2018-01-28,14,1,0.1,1,DON
20180129,2018-01-29,14,1,0.0,0,DON
20180130,2018-01-30,15,1,0.0,0,DON
20180101,2018-01-01,14,1,3.4,2,MME
20180102,2018-01-02,13,1,0.0,0,MME
20180103,2018-01-03,18,1,0.0,0,MME
20180104,2018-01-04,17,1,0.0,0,MME
20180105,2018-01-05,16,1,0.0,0,MME
20180106,2018-01-06,14,1,1.2,2,MME
20180107,2018-01-07,13,3,4.1,2,MME
20180108,2018-01-08,12,1,0.0,0,MME
20180109,2018-01-09,13,1,0.0,0,MME
20180110,2018-01-10,12,1,0.0,0,MME
20180111,2018-01-11,11,1,0.3,1,MME
20180112,2018-01-12,12,1,0.0,0,MME
20180113,2018-01-13,12,1,0.4,1,MME
20180114,2018-01-14,12,1,4.6,2,MME
20180115,2018-01-15,12,1,0.0,0,MME
20180116,2018-01-16,14,1,0.0,0,MME
20180117,2018-01-17,14,1,0.0,0,MME
20180118,2018-01-18,13,1,0.0,0,MME
20180119,2018-01-19,13,1,0.1,1,MME
20180120,2018-01-20,14,1,0.0,0,MME
20180121,2018-01-21,17,1,0.0,0,MME
20180122,2018-01-22,15,1,0.0,0,MME
20180123,2018-01-23,15,1,0.0,0,MME
20180124,2018-01-24,15,1,0.0,0,MME
20180125,2018-01-25,14,1,0.1,1,MME
20180126,2018-01-26,12,3,4.5,2,MME
20180127,2018-01-27,11,1,1.4,2,MME
20180128,2018-01-28,13,1,0.0,0,MME
20180129,2018-01-29,13,1,0.0,0,MME
20180130,2018-01-30,13,1,0.0,0,MME
20180101,2018-01-01,15,1,0.0,0,PAV
20180102,2018-01-02,17,1,0.0,0,PAV
20180103,2018-01-03,19,1,0.0,0,PAV
20180104,2018-01-04,18,1,0.0,0,PAV
20180105,2018-01-05,16,1,0.0,0,PAV
20180106,2018-01-06,14,1,3.4,2,PAV
20180107,2018-01-07,13,2,2.3,2,PAV
20180108,2018-01-08,12,1,0.0,0,PAV
20180109,2018-01-09,12,1,0.0,0,PAV
20180110,2018-01-10,13,1,0.0,0,PAV
20180111,2018-01-11,12,1,0.1,1,PAV
20180112,2018-01-12,12,1,0.0,0,PAV
20180113,2018-01-13,13,3,0.1,1,PAV
20180114,2018-01-14,12,1,0.1,1,PAV
20180115,2018-01-15,12,1,0.0,0,PAV
20180116,2018-01-16,17,1,0.0,0,PAV
20180117,2018-01-17,15,1,0.0,0,PAV
20180118,2018-01-18,14,1,0.0,0,PAV
20180119,2018-01-19,14,1,0.0,0,PAV
20180120,2018-01-20,16,1,0.0,0,PAV
20180121,2018-01-21,19,1,0.0,0,PAV
20180122,2018-01-22,18,1,0.0,0,PAV
20180123,2018-01-23,16,1,0.0,0,PAV
20180124,2018-01-24,15,1,0.0,0,PAV
20180125,2018-01-25,13,2,0.0,0,PAV
20180126,2018-01-26,12,3,12.0,2,PAV
20180127,2018-01-27,12,1,0.0,0,PAV
20180128,2018-01-28,14,1,0.1,1,PAV
20180129,2018-01-29,14,1,0.0,0,PAV
20180130,2018-01-30,15,1,0.0,0,PAV
20180101,2018-01-01,15,1,0.0,0,SAL
20180102,2018-01-02,17,1,0.0,0,SAL
20180103,2018-01-03,19,1,0.0,0,SAL
20180104,2018-01-04,18,1,0.0,0,SAL
20180105,2018-01-05,16,1,0.0,0,SAL
20180106,2018-01-06,14,1,3.4,2,SAL
20180107,2018-01-07,13,2,2.3,2,SAL
20180108,2018-01-08,12,1,0.0,0,SAL
20180109,2018-01-09,12,1,0.0,0,SAL
20180110,2018-01-10,13,1,0.0,0,SAL
20180111,2018-01-11,12,1,0.1,1,SAL
20180112,2018-01-12,12,1,0.0,0,SAL
20180113,2018-01-13,13,3,0.1,1,SAL
20180114,2018-01-14,12,1,0.1,1,SAL
20180115,2018-01-15,12,1,0.0,0,SAL
20180116,2018-01-16,17,1,0.0,0,SAL
20180117,2018-01-17,15,1,0.0,0,SAL
20180118,2018-01-18,14,1,0.0,0,SAL
20180119,2018-01-19,14,1,0.0,0,SAL
20180120,2018-01-20,16,1,0.0,0,SAL
20180121,2018-01-21,19,1,0.0,0,SAL
20180122,2018-01-22,18,1,0.0,0,SAL
20180123,2018-01-23,16,1,0.0,0,SAL
20180124,2018-01-24,15,1,0.0,0,SAL
20180125,2018-01-25,13,2,0.0,0,SAL
20180126,2018-01-26,12,3,12.0,2,SAL
20180127,2018-01-27,12,1,0.0,0,SAL
20180128,2018-01-28,14,1,0.1,1,SAL
20180129,2018-01-29,14,1,0.0,0,SAL
20180130,2018-01-30,15,1,0.0,0,SAL
20180101,2018-01-01,14,1,2.5,2,TAU
20180102,2018-01-02,14,1,0.0,0,TAU
20180103,2018-01-03,18,1,0.0,0,TAU
20180104,2018-01-04,17,1,0.0,0,TAU
20180105,2018-01-05,16,1,0.0,0,TAU
20180106,2018-01-06,14,1,1.5,2,TAU
20180107,2018-01-07,13,3,7.1,2,TAU
20180108,2018-01-08,12,1,0.0,0,TAU
20180109,2018-01-09,13,1,0.0,0,TAU
20180110,2018-01-10,13,1,0.0,0,TAU
20180111,2018-01-11,11,1,0.4,1,TAU
20180112,2018-01-12,12,1,0.0,0,TAU
20180113,2018-01-13,12,1,0.5,1,TAU
20180114,2018-01-14,12,1,3.7,2,TAU
20180115,2018-01-15,12,1,0.0,0,TAU
20180116,2018-01-16,15,1,0.0,0,TAU
20180117,2018-01-17,14,1,0.0,0,TAU
20180118,2018-01-18,13,1,0.0,0,TAU
20180119,2018-01-19,13,1,0.0,0,TAU
20180120,2018-01-20,14,1,0.0,0,TAU
20180121,2018-01-21,17,1,0.0,0,TAU
20180122,2018-01-22,15,1,0.0,0,TAU
20180123,2018-01-23,15,1,0.0,0,TAU
20180124,2018-01-24,15,1,0.0,0,TAU
20180125,2018-01-25,14,1,0.1,1,TAU
20180126,2018-01-26,12,3,7.9,2,TAU
20180127,2018-01-27,12,1,1.0,1,TAU
20180128,2018-01-28,14,1,0.0,0,TAU
20180129,2018-01-29,14,1,0.0,0,TAU
20180130,2018-01-30,14,1,0.0,0,TAU
20180101,2018-01-01,14,1,3.4,2,TOS
20180102,2018-01-02,13,1,0.0,0,TOS
20180103,2018-01-03,18,1,0.0,0,TOS
20180104,2018-01-04,17,1,0.0,0,TOS
20180105,2018-01-05,16,1,0.0,0,TOS
20180106,2018-01-06,14,1,1.2,2,TOS
20180107,2018-01-07,13,3,4.1,2,TOS
20180108,2018-01-08,12,1,0.0,0,TOS
20180109,2018-01-09,13,1,0.0,0,TOS
20180110,2018-01-10,12,1,0.0,0,TOS
20180111,2018-01-11,11,1,0.3,1,TOS
20180112,2018-01-12,12,1,0.0,0,TOS
20180113,2018-01-13,12,1,0.4,1,TOS
20180114,2018-01-14,12,1,4.6,2,TOS
20180115,2018-01-15,12,1,0.0,0,TOS
20180116,2018-01-16,14,1,0.0,0,TOS
20180117,2018-01-17,14,1,0.0,0,TOS
20180118,2018-01-18,13,1,0.0,0,TOS
20180119,2018-01-19,13,1,0.1,1,TOS
20180120,2018-01-20,14,1,0.0,0,TOS
20180121,2018-01-21,17,1,0.0,0,TOS
20180122,2018-01-22,15,1,0.0,0,TOS
20180123,2018-01-23,15,1,0.0,0,TOS
20180124,2018-01-24,15,1,0.0,0,TOS
20180125,2018-01-25,14,1,0.1,1,TOS
20180126,2018-01-26,12,3,4.5,2,TOS
20180127,2018-01-27,11,1,1.4,2,TOS
20180128,2018-01-28,13,1,0.0,0,TOS
20180129,2018-01-29,13,1,0.0,0,TOS
20180130,2018-01-30,13,1,0.0,0,TOS
20180201,2018-02-01,11,3,3.0,2,AVS
20180202,2018-02-02,11,3,1.2,2,AVS
20180203,2018-02-03,12,1,0.0,0,AVS
20180204,2018-02-04,10,3,8.9,2,AVS
20180205,2018-02-05,10,3,17.5,2,AVS
20180206,2018-02-06,9,3,3.6,2,AVS
20180207,2018-02-07,9,1,0.0,0,AVS
20180208,2018-02-08,8,1,0.6,1,AVS
20180209,2018-02-09,9,1,0.0,0,AVS
20180210,2018-02-10,10,1,0.0,0,AVS
20180211,2018-02-11,15,1,0.0,0,AVS
20180212,2018-02-12,12,1,1.5,2,AVS
20180213,2018-02-13,10,1,0.0,0,AVS
20180214,2018-02-14,12,1,0.1,1,AVS
20180215,2018-02-15,16,1,0.0,0,AVS
20180216,2018-02-16,16,2,0.1,1,AVS
20180217,2018-02-17,16,1,0.3,1,AVS
20180218,2018-02-18,13,1,0.1,1,AVS
20180219,2018-02-19,13,1,0.1,1,AVS
20180220,2018-02-20,17,1,0.0,0,AVS
20180221,2018-02-21,11,1,1.4,2,AVS
20180222,2018-02-22,9,1,0.0,0,AVS
20180223,2018-02-23,10,1,0.5,1,AVS
20180224,2018-02-24,11,1,0.0,0,AVS
20180225,2018-02-25,14,1,0.0,0,AVS
20180226,2018-02-26,10,3,0.6,1,AVS
20180227,2018-02-27,5,3,0.5,1,AVS
20180201,2018-02-01,11,3,3.0,2,DON
20180202,2018-02-02,11,3,1.2,2,DON
20180203,2018-02-03,12,1,0.0,0,DON
20180204,2018-02-04,10,3,8.9,2,DON
20180205,2018-02-05,10,3,17.5,2,DON
20180206,2018-02-06,9,3,3.6,2,DON
20180207,2018-02-07,9,1,0.0,0,DON
20180208,2018-02-08,8,1,0.6,1,DON
20180209,2018-02-09,9,1,0.0,0,DON
20180210,2018-02-10,10,1,0.0,0,DON
20180211,2018-02-11,15,1,0.0,0,DON
20180212,2018-02-12,12,1,1.5,2,DON
20180213,2018-02-13,10,1,0.0,0,DON
20180214,2018-02-14,12,1,0.1,1,DON
20180215,2018-02-15,16,1,0.0,0,DON
20180216,2018-02-16,16,2,0.1,1,DON
20180217,2018-02-17,16,1,0.3,1,DON
20180218,2018-02-18,13,1,0.1,1,DON
20180219,2018-02-19,13,1,0.1,1,DON
20180220,2018-02-20,17,1,0.0,0,DON
20180221,2018-02-21,11,1,1.4,2,DON
20180222,2018-02-22,9,1,0.0,0,DON
20180223,2018-02-23,10,1,0.5,1,DON
20180224,2018-02-24,11,1,0.0,0,DON
20180225,2018-02-25,14,1,0.0,0,DON
20180226,2018-02-26,10,3,0.6,1,DON
20180227,2018-02-27,5,3,0.5,1,DON
20180201,2018-02-01,10,3,2.4,2,MME
20180202,2018-02-02,10,3,0.0,0,MME
20180203,2018-02-03,11,1,0.0,0,MME
20180204,2018-02-04,9,3,4.1,2,MME
20180205,2018-02-05,10,3,4.1,2,MME
20180206,2018-02-06,10,2,0.8,1,MME
20180207,2018-02-07,9,1,0.1,1,MME
20180208,2018-02-08,7,1,0.0,0,MME
20180209,2018-02-09,8,1,0.0,0,MME
20180210,2018-02-10,10,1,0.0,0,MME
20180211,2018-02-11,13,1,0.8,1,MME
20180212,2018-02-12,9,2,2.0,2,MME
20180213,2018-02-13,10,1,0.0,0,MME
20180214,2018-02-14,11,1,0.0,0,MME
20180215,2018-02-15,15,1,0.0,0,MME
20180216,2018-02-16,14,3,0.4,1,MME
20180217,2018-02-17,12,1,3.4,2,MME
20180218,2018-02-18,12,1,1.0,1,MME
20180219,2018-02-19,11,1,0.0,0,MME
20180220,2018-02-20,12,1,1.2,2,MME
20180221,2018-02-21,10,1,0.0,0,MME
20180222,2018-02-22,8,1,0.0,0,MME
20180223,2018-02-23,9,1,0.0,0,MME
20180224,2018-02-24,9,1,0.0,0,MME
20180225,2018-02-25,12,1,0.1,1,MME
20180226,2018-02-26,8,1,0.9,1,MME
20180227,2018-02-27,4,1,0.0,0,MME
20180201,2018-02-01,11,3,3.0,2,PAV
20180202,2018-02-02,11,3,1.2,2,PAV
20180203,2018-02-03,12,1,0.0,0,PAV
20180204,2018-02-04,10,3,8.9,2,PAV
20180205,2018-02-05,10,3,17.5,2,PAV
20180206,2018-02-06,9,3,3.6,2,PAV
20180207,2018-02-07,9,1,0.0,0,PAV
20180208,2018-02-08,8,1,0.6,1,PAV
20180209,2018-02-09,9,1,0.0,0,PAV
20180210,2018-02-10,10,1,0.0,0,PAV
20180211,2018-02-11,15,1,0.0,0,PAV
20180212,2018-02-12,12,1,1.5,2,PAV
20180213,2018-02-13,10,1,0.0,0,PAV
20180214,2018-02-14,12,1,0.1,1,PAV
20180215,2018-02-15,16,1,0.0,0,PAV
20180216,2018-02-16,16,2,0.1,1,PAV
20180217,2018-02-17,16,1,0.3,1,PAV
20180218,2018-02-18,13,1,0.1,1,PAV
20180219,2018-02-19,13,1,0.1,1,PAV
20180220,2018-02-20,17,1,0.0,0,PAV
20180221,2018-02-21,11,1,1.4,2,PAV
20180222,2018-02-22,9,1,0.0,0,PAV
20180223,2018-02-23,10,1,0.5,1,PAV
20180224,2018-02-24,11,1,0.0,0,PAV
20180225,2018-02-25,14,1,0.0,0,PAV
20180226,2018-02-26,10,3,0.6,1,PAV
20180227,2018-02-27,5,3,0.5,1,PAV
20180201,2018-02-01,11,3,3.0,2,SAL
20180202,2018-02-02,11,3,1.2,2,SAL
20180203,2018-02-03,12,1,0.0,0,SAL
20180204,2018-02-04,10,3,8.9,2,SAL
20180205,2018-02-05,10,3,17.5,2,SAL
20180206,2018-02-06,9,3,3.6,2,SAL
20180207,2018-02-07,9,1,0.0,0,SAL
20180208,2018-02-08,8,1,0.6,1,SAL
20180209,2018-02-09,9,1,0.0,0,SAL
20180210,2018-02-10,10,1,0.0,0,SAL
20180211,2018-02-11,15,1,0.0,0,SAL
20180212,2018-02-12,12,1,1.5,2,SAL
20180213,2018-02-13,10,1,0.0,0,SAL
20180214,2018-02-14,12,1,0.1,1,SAL
20180215,2018-02-15,16,1,0.0,0,SAL
20180216,2018-02-16,16,2,0.1,1,SAL
20180217,2018-02-17,16,1,0.3,1,SAL
20180218,2018-02-18,13,1,0.1,1,SAL
20180219,2018-02-19,13,1,0.1,1,SAL
20180220,2018-02-20,17,1,0.0,0,SAL
20180221,2018-02-21,11,1,1.4,2,SAL
20180222,2018-02-22,9,1,0.0,0,SAL
20180223,2018-02-23,10,1,0.5,1,SAL
20180224,2018-02-24,11,1,0.0,0,SAL
20180225,2018-02-25,14,1,0.0,0,SAL
20180226,2018-02-26,10,3,0.6,1,SAL
20180227,2018-02-27,5,3,0.5,1,SAL
20180201,2018-02-01,10,3,4.6,2,TAU
20180202,2018-02-02,10,2,0.0,0,TAU
20180203,2018-02-03,12,1,0.0,0,TAU
20180204,2018-02-04,9,3,3.2,2,TAU
20180205,2018-02-05,10,3,3.8,2,TAU
20180206,2018-02-06,10,2,1.7,2,TAU
20180207,2018-02-07,9,1,0.0,0,TAU
20180208,2018-02-08,7,1,0.2,1,TAU
20180209,2018-02-09,8,1,0.0,0,TAU
20180210,2018-02-10,10,1,0.0,0,TAU
20180211,2018-02-11,13,1,0.2,1,TAU
20180212,2018-02-12,9,3,6.1,2,TAU
20180213,2018-02-13,10,1,0.0,0,TAU
20180214,2018-02-14,11,1,0.0,0,TAU
20180215,2018-02-15,14,1,0.0,0,TAU
20180216,2018-02-16,15,3,0.3,1,TAU
20180217,2018-02-17,13,1,3.3,2,TAU
20180218,2018-02-18,12,1,0.7,1,TAU
20180219,2018-02-19,11,1,0.0,0,TAU
20180220,2018-02-20,12,1,0.7,1,TAU
20180221,2018-02-21,11,1,0.0,0,TAU
20180222,2018-02-22,8,1,0.1,1,TAU
20180223,2018-02-23,9,1,0.0,0,TAU
20180224,2018-02-24,10,1,0.0,0,TAU
20180225,2018-02-25,12,1,0.0,0,TAU
20180226,2018-02-26,8,2,0.0,0,TAU
20180227,2018-02-27,4,1,0.0,0,TAU
20180201,2018-02-01,10,3,2.4,2,TOS
20180202,2018-02-02,10,3,0.0,0,TOS
20180203,2018-02-03,11,1,0.0,0,TOS
20180204,2018-02-04,9,3,4.1,2,TOS
20180205,2018-02-05,10,3,4.1,2,TOS
20180206,2018-02-06,10,2,0.8,1,TOS
20180207,2018-02-07,9,1,0.1,1,TOS
20180208,2018-02-08,7,1,0.0,0,TOS
20180209,2018-02-09,8,1,0.0,0,TOS
20180210,2018-02-10,10,1,0.0,0,TOS
20180211,2018-02-11,13,1,0.8,1,TOS
20180212,2018-02-12,9,2,2.0,2,TOS
20180213,2018-02-13,10,1,0.0,0,TOS
20180214,2018-02-14,11,1,0.0,0,TOS
20180215,2018-02-15,15,1,0.0,0,TOS
20180216,2018-02-16,14,3,0.4,1,TOS
20180217,2018-02-17,12,1,3.4,2,TOS
20180218,2018-02-18,12,1,1.0,1,TOS
20180219,2018-02-19,11,1,0.0,0,TOS
20180220,2018-02-20,12,1,1.2,2,TOS
20180221,2018-02-21,10,1,0.0,0,TOS
20180222,2018-02-22,8,1,0.0,0,TOS
20180223,2018-02-23,9,1,0.0,0,TOS
20180224,2018-02-24,9,1,0.0,0,TOS
20180225,2018-02-25,12,1,0.1,1,TOS
20180226,2018-02-26,8,1,0.9,1,TOS
20180227,2018-02-27,4,1,0.0,0,TOS
20180301,2018-03-01,13,3,1.9,2,AVS
20180302,2018-03-02,13,1,0.2,1,AVS
20180303,2018-03-03,16,1,0.0,0,AVS
20180304,2018-03-04,14,1,0.5,1,AVS
20180305,2018-03-05,14,1,3.3,2,AVS
20180306,2018-03-06,15,1,0.0,0,AVS
20180307,2018-03-07,14,1,0.0,0,AVS
20180308,2018-03-08,13,1,0.0,0,AVS
20180309,2018-03-09,16,1,0.0,0,AVS
20180310,2018-03-10,18,1,0.5,1,AVS
20180311,2018-03-11,16,1,0.0,0,AVS
20180312,2018-03-12,16,1,0.0,0,AVS
20180313,2018-03-13,14,3,0.3,1,AVS
20180314,2018-03-14,15,1,0.0,0,AVS
20180315,2018-03-15,16,1,0.2,1,AVS
20180316,2018-03-16,15,1,0.0,0,AVS
20180317,2018-03-17,12,1,0.0,0,AVS
20180318,2018-03-18,15,1,0.1,1,AVS
20180319,2018-03-19,13,1,0.4,1,AVS
20180320,2018-03-20,13,1,0.6,1,AVS
20180321,2018-03-21,13,1,0.0,0,AVS
20180322,2018-03-22,14,1,0.0,0,AVS
20180323,2018-03-23,17,1,0.0,0,AVS
20180324,2018-03-24,13,3,8.1,2,AVS
20180325,2018-03-25,13,2,0.4,1,AVS
20180326,2018-03-26,17,1,0.3,1,AVS
20180327,2018-03-27,18,1,0.0,0,AVS
20180328,2018-03-28,19,1,0.0,0,AVS
20180329,2018-03-29,15,1,0.0,0,AVS
20180330,2018-03-30,15,1,0.2,1,AVS
20180301,2018-03-01,13,3,1.9,2,DON
20180302,2018-03-02,13,1,0.2,1,DON
20180303,2018-03-03,16,1,0.0,0,DON
20180304,2018-03-04,14,1,0.5,1,DON
20180305,2018-03-05,14,1,3.3,2,DON
20180306,2018-03-06,15,1,0.0,0,DON
20180307,2018-03-07,14,1,0.0,0,DON
20180308,2018-03-08,13,1,0.0,0,DON
20180309,2018-03-09,16,1,0.0,0,DON
20180310,2018-03-10,18,1,0.5,1,DON
20180311,2018-03-11,16,1,0.0,0,DON
20180312,2018-03-12,16,1,0.0,0,DON
20180313,2018-03-13,14,3,0.3,1,DON
20180314,2018-03-14,15,1,0.0,0,DON
20180315,2018-03-15,16,1,0.2,1,DON
20180316,2018-03-16,15,1,0.0,0,DON
20180317,2018-03-17,12,1,0.0,0,DON
20180318,2018-03-18,15,1,0.1,1,DON
20180319,2018-03-19,13,1,0.4,1,DON
20180320,2018-03-20,13,1,0.6,1,DON
20180321,2018-03-21,13,1,0.0,0,DON
20180322,2018-03-22,14,1,0.0,0,DON
20180323,2018-03-23,17,1,0.0,0,DON
20180324,2018-03-24,13,3,8.1,2,DON
20180325,2018-03-25,13,2,0.4,1,DON
20180326,2018-03-26,17,1,0.3,1,DON
20180327,2018-03-27,18,1,0.0,0,DON
20180328,2018-03-28,19,1,0.0,0,DON
20180329,2018-03-29,15,1,0.0,0,DON
20180330,2018-03-30,15,1,0.2,1,DON
20180301,2018-03-01,14,1,1.8,2,MME
20180302,2018-03-02,13,1,0.0,0,MME
20180303,2018-03-03,15,1,0.0,0,MME
20180304,2018-03-04,16,3,1.8,2,MME
20180305,2018-03-05,13,2,0.2,1,MME
20180306,2018-03-06,15,1,0.2,1,MME
20180307,2018-03-07,12,1,1.2,2,MME
20180308,2018-03-08,13,2,0.1,1,MME
20180309,2018-03-09,16,1,0.0,0,MME
20180310,2018-03-10,17,1,0.0,0,MME
20180311,2018-03-11,16,1,0.0,0,MME
20180312,2018-03-12,15,1,0.3,1,MME
20180313,2018-03-13,14,1,0.2,1,MME
20180314,2018-03-14,15,1,0.0,0,MME
20180315,2018-03-15,16,1,0.1,1,MME
20180316,2018-03-16,14,1,0.6,1,MME
20180317,2018-03-17,13,1,0.1,1,MME
20180318,2018-03-18,11,1,0.9,1,MME
20180319,2018-03-19,13,1,0.0,0,MME
20180320,2018-03-20,12,1,4.1,2,MME
20180321,2018-03-21,10,1,0.0,0,MME
20180322,2018-03-22,13,1,0.0,0,MME
20180323,2018-03-23,14,1,0.0,0,MME
20180324,2018-03-24,11,3,19.5,2,MME
20180325,2018-03-25,12,3,0.0,0,MME
20180326,2018-03-26,15,1,0.3,1,MME
20180327,2018-03-27,14,1,0.0,0,MME
20180328,2018-03-28,16,1,0.0,0,MME
20180329,2018-03-29,14,1,0.1,1,MME
20180330,2018-03-30,16,1,0.1,1,MME
20180301,2018-03-01,13,3,1.9,2,PAV
20180302,2018-03-02,13,1,0.2,1,PAV
20180303,2018-03-03,16,1,0.0,0,PAV
20180304,2018-03-04,14,1,0.5,1,PAV
20180305,2018-03-05,14,1,3.3,2,PAV
20180306,2018-03-06,15,1,0.0,0,PAV
20180307,2018-03-07,14,1,0.0,0,PAV
20180308,2018-03-08,13,1,0.0,0,PAV
20180309,2018-03-09,16,1,0.0,0,PAV
20180310,2018-03-10,18,1,0.5,1,PAV
20180311,2018-03-11,16,1,0.0,0,PAV
